arrondissement,genre,espece,hauteur,geo_point_2d
11,Fraxinus,excelsior,12,"48.862263854457396, 2.3789017767714364"
15,Aesculus,x carnea,7,"48.84815419145386, 2.280028313519017"
14,Acer,pseudoplatanus,18,"48.83836907012918, 2.327320399473367"
18,Platanus,x hispanica,14,"48.89599186175028, 2.341057019497989"
14,Styphnolobium,japonicum,17,"48.82070644427203, 2.3260132140532157"
15,Tilia,x euchlora,10,"48.85398060550521, 2.2963527046346064"
17,Platanus,x hispanica,14,"48.89325241046219, 2.3104124155011374"
14,Styphnolobium,japonicum,5,"48.829780558044874, 2.3214932764305054"
15,Fagus,sylvatica,0,"48.84183257542185, 2.2744497165959543"
14,Cupressus,sempervirens,12,"48.83873309411158, 2.3267663558309786"
15,Tilia,x euchlora,12,"48.84086909490725, 2.3039992229469664"
7,Platanus,x hispanica,16,"48.85908224380455, 2.300720125069393"
12,Acer,platanoides,5,"48.83621621006825, 2.4419347244099803"
12,Quercus,sp.,6,"48.83157695595415, 2.455280316837749"
13,Malus,sp.,5,"48.829745185679265, 2.3800826568828346"
16,Platanus,x hispanica,17,"48.84606727796526, 2.256043465216892"
7,Platanus,occidentalis,9,"48.848987059690074, 2.311620687526976"
8,Platanus,x hispanica,15,"48.867146915755534, 2.3153829785627846"
10,Prunus,x subhirtella,6,"48.87574278387236, 2.3534199739933452"
12,Acer,pseudoplatanus,0,"48.83873005126389, 2.4478558349644812"
7,Aesculus,x carnea,5,"48.85605803584173, 2.2944218543185917"
18,Platanus,x hispanica,6,"48.88377825935499, 2.327558606282176"
12,Tilia,x europaea,5,"48.83679658292241, 2.378591091425801"
5,Prunus,maackii,0,"48.85153717420183, 2.3457686082140294"
16,Lagerstroemia,indica,2,"48.86470579614879, 2.269004087442203"
19,Robinia,pseudoacacia,16,"48.87882224206918, 2.3854718837636577"
7,Platanus,x hispanica,20,"48.85628656824051, 2.325713928278662"
20,Quercus,robur,12,"48.85811480153141, 2.4071254953637244"
20,Fraxinus,excelsior,15,"48.878149388264276, 2.4110164614836136"
13,Tilia,tomentosa,8,"48.82776123745689, 2.358545014503481"
12,Tilia,tomentosa,6,"48.82882514478818, 2.452202400445524"
7,Platanus,occidentalis,12,"48.8628789039661, 2.3110488099439173"
7,Platanus,x hispanica,10,"48.85421228170775, 2.3001306758242444"
4,Tilia,tomentosa,8,"48.852416971754565, 2.3510555966695956"
15,Fagus,sylvatica,12,"48.834491312295505, 2.2930311335947096"
19,Platanus,x hispanica,20,"48.88706020235023, 2.386196685853061"
16,Ailanthus,altissima,12,"48.84557162111642, 2.257365960369375"
12,Styphnolobium,japonicum,10,"48.83601013574476, 2.402527547820137"
10,Tilia,cordata,14,"48.87704724582682, 2.3681537203769127"
12,Tilia,cordata,12,"48.83241135342443, 2.447796693262592"
13,Tilia,tomentosa,6,"48.82175742901946, 2.37270249768314"
19,Betula,pendula,3,"48.90117015863528, 2.3785844463363235"
20,Ulmus,minor,8,"48.86855937772264, 2.383453467211968"
17,Acer,campestre,5,"48.883261365240536, 2.323772172502534"
6,Aesculus,hippocastanum,7,"48.84440347486195, 2.3348279676747894"
4,Platanus,x hispanica,20,"48.85410091487506, 2.3554220843269675"
12,Aesculus,sp.,5,"48.83459549997388, 2.4119043889341722"
4,Tilia,tomentosa,8,"48.8523674850481, 2.3515299076252942"
19,Acer,negundo,0,"48.87797785345467, 2.407752135768807"
15,Tilia,x europaea,12,"48.84156404500913, 2.2810289646066715"
11,Pyrus,calleryana,5,"48.85934012717104, 2.379475476286906"
12,Juglans,nigra,5,"48.84891340585154, 2.39179252460933"
15,Gleditsia,triacanthos,6,"48.84272198781476, 2.2776496518825224"
18,Acer,campestre,5,"48.89515170016211, 2.349453763646799"
15,Aesculus,hippocastanum,10,"48.84079850787935, 2.3143607909687427"
13,Celtis,australis,15,"48.82839362191088, 2.362793159217593"
20,Acer,buergerianum,5,"48.864264134801545, 2.411971963138222"
16,Platanus,x hispanica,22,"48.84442751643442, 2.2662045730618368"
15,Platanus,x hispanica,12,"48.84435449782657, 2.322056290019548"
4,Platanus,x hispanica,10,"48.85624772238935, 2.3499895180357266"
13,Styphnolobium,japonicum,10,"48.8262802868629, 2.342487435040378"
20,Platanus,x hispanica,12,"48.87285689488313, 2.4105183288565177"
8,Malus,sp.,7,"48.8669627353454, 2.3119984612219233"
12,Acer,campestre,5,"48.84023114753612, 2.4132707469827634"
7,Platanus,x hispanica,5,"48.8535932730132, 2.3070131305292128"
18,Acer,campestre,6,"48.89696157074098, 2.356558553840652"
13,Malus,domestica,2,"48.831652847272444, 2.347208959719099"
7,Styphnolobium,japonicum,8,"48.856190135056565, 2.299248934050954"
19,Platanus,x hispanica,25,"48.883789738845294, 2.390041265099657"
12,Ulmus,pumila,15,"48.84471715249364, 2.4062022590105143"
17,Cornus,mas,1,"48.88792203339016, 2.3116699904993694"
16,Acer,platanoides,14,"48.84463479566049, 2.2699305242715933"
1,Tilia,sp.,5,"48.861696450494925, 2.345683578491167"
18,Robinia,pseudoacacia,12,"48.88738076297119, 2.3586670985614924"
6,Aesculus,hippocastanum,10,"48.84329118979975, 2.336667250357477"
15,Fraxinus,sp.,3,"48.84201318395852, 2.2975816077738105"
20,Prunus,serrulata,4,"48.84861297643638, 2.415577122622065"
13,Celtis,australis,11,"48.822512687113196, 2.3514453795960497"
12,Quercus,sp.,15,"48.832910982253225, 2.407382958884646"
16,Celtis,sp.,19,"48.87371368287213, 2.2758278269280496"
13,Mespilus,germanica,0,"48.8318181893928, 2.3745262470548485"
13,Acer,monspessulanum,5,"48.83460472553399, 2.3477670374919177"
11,Styphnolobium,japonicum,10,"48.86061113344913, 2.3885292590549634"
3,Pterocarya,fraxinifolia,15,"48.858302012170256, 2.363626731847279"
17,Tilia,cordata,10,"48.894339737718376, 2.32664628815268"
20,Ilex,aquifolium,10,"48.860348332947, 2.3938534838976704"
3,Magnolia,grandiflora,10,"48.85656284803045, 2.367229283101678"
7,Tilia,tomentosa,12,"48.859252243047116, 2.314513306186506"
13,Platanus,x hispanica,12,"48.83300006340539, 2.3511889782146245"
8,Aesculus,hippocastanum,13,"48.86470766449964, 2.31715514421736"
8,Aesculus,hippocastanum,11,"48.868240516930925, 2.3139060523255695"
13,Ginkgo,biloba,6,"48.82289736501807, 2.358148160338764"
12,Quercus,robur,20,"48.83863381346557, 2.4405123259800567"
19,Prunus,serrula,4,"48.894080748421345, 2.395751554372757"
18,Acer,campestre,5,"48.896830390282474, 2.357725163161326"
9,Quercus,ilex,8,"48.87413016972798, 2.336872353829734"
17,Pyrus,calleryana,6,"48.88656398735078, 2.286609321587089"
16,Platanus,x hispanica,9,"48.86976924724386, 2.295587568725306"
14,Platanus,x hispanica,12,"48.82235965473844, 2.3256249263028637"
13,Taxus,baccata,5,"48.832573486778315, 2.3495490692541208"
15,Platanus,x hispanica,15,"48.84697106576437, 2.286007843773861"
19,Liriodendron,tulipifera,15,"48.88698510358422, 2.393829668742701"
17,Platanus,x hispanica,17,"48.883824059661606, 2.304330998957027"
12,Platanus,x hispanica,10,"48.839009077691436, 2.3912341324441853"
12,Platanus,x hispanica,5,"48.84151264576432, 2.3877524995640895"
14,Platanus,x hispanica,8,"48.83859196666572, 2.3405805848277246"
12,Platanus,x hispanica,15,"48.829262861248075, 2.4326364398577898"
12,Acer,sp.,0,"48.830479640889145, 2.429681663854455"
12,Pyrus,calleryana,5,"48.831512070905376, 2.385670439684188"
20,Prunus,cerasifera,5,"48.85037988018185, 2.4005498058583155"
14,Platanus,x hispanica,5,"48.830750843388365, 2.3292472298067213"
19,Trachycarpus,fortunei,7,"48.89440312216286, 2.3739907074857567"
11,Parrotia,persica,8,"48.85079286531491, 2.3962981963611503"
6,Aesculus,hippocastanum,7,"48.84332019925057, 2.3372614074419173"
13,Tilia,tomentosa,15,"48.81972940669931, 2.355648321412375"
19,Calocedrus,decurrens,0,"48.88176337655705, 2.39834587431454"
4,Morus,alba,10,"48.85365475384733, 2.3672096318540943"
8,Abies,pinsapo,6,"48.86912397538973, 2.3127764641239437"
20,Ailanthus,altissima,15,"48.87088160718678, 2.392445012566777"
20,Styphnolobium,japonicum,14,"48.85869925059951, 2.40523247119134"
10,Populus,nigra,14,"48.87538196406148, 2.363487284853162"
18,Platanus,x hispanica,8,"48.88809164519273, 2.33709913312297"
5,Aesculus,hippocastanum,9,"48.85114376532602, 2.3433981724799664"
12,Crataegus,monogyna,5,"48.8355533863444, 2.4453829506309144"
12,Prunus,avium,5,"48.84279153880017, 2.408538723382932"
8,Aesculus,hippocastanum,15,"48.86489271689824, 2.3116866890345613"
10,Platanus,x hispanica,15,"48.875599179749855, 2.3575636776129256"
19,Styphnolobium,japonicum,14,"48.89156843596192, 2.3775752335321942"
20,Styphnolobium,japonicum,12,"48.87034104157785, 2.3791541928074875"
20,Aria,edulis,5,"48.85405126889885, 2.400965794436108"
7,Platanus,x hispanica,15,"48.8516451389261, 2.3253775131124597"
16,Ailanthus,altissima,14,"48.84695313234193, 2.2580739842005007"
7,Platanus,x hispanica,12,"48.861337112950714, 2.31039955534194"
17,Paulownia,tomentosa,11,"48.8876040006293, 2.2941132326187224"
13,Koelreuteria,paniculata,5,"48.8404354082839, 2.3689758675636075"
5,Tilia,sp.,6,"48.83947655825057, 2.34303054253608"
17,Aesculus,x carnea,12,"48.899129184634894, 2.327040590227677"
16,Aesculus,hippocastanum,10,"48.864135091119735, 2.272732534256344"
19,Populus,x canadensis,22,"48.88647081633638, 2.3767733442666197"
12,Cercidiphyllum,japonicum,6,"48.846295892239795, 2.4043721867669547"
16,Pinus,nigra subsp. laricio,4,"48.83620058087474, 2.255584666706328"
17,Acer,platanoides,3,"48.89070773519489, 2.2967361447818098"
12,Aesculus,sp.,10,"48.847713147523244, 2.395994759124901"
5,Platanus,x hispanica,24,"48.84947095294444, 2.3556171002491446"
12,Acer,pseudoplatanus,12,"48.83423349482974, 2.4509089939460673"
12,Robinia,pseudoacacia,0,"48.83853333767705, 2.446607180771916"
14,Platanus,x hispanica,5,"48.82444617984797, 2.3206380231288635"
4,Platanus,x hispanica,5,"48.86042044096693, 2.3512146128205043"
7,Platanus,x hispanica,5,"48.8607225582883, 2.302468554664328"
10,Amelanchier,x lamarckii,5,"48.88205872234495, 2.3513721164125583"
15,Betula,papyrifera,0,"48.83706621821106, 2.3123956341865903"
20,Tilia,cordata,10,"48.870991642495056, 2.3857571996728537"
15,Acer,saccharinum,0,"48.83967331888992, 2.3188995883275583"
19,Aesculus,hippocastanum,15,"48.87955334369955, 2.374013673373798"
12,Cercis,siliquastrum,5,"48.83055318301693, 2.4032101261298933"
16,Aesculus,hippocastanum,8,"48.85749331102579, 2.2646091630337875"
16,Platanus,x hispanica,10,"48.87280992460728, 2.295596114117075"
7,Platanus,x hispanica,10,"48.85030854014087, 2.3087311950248157"
8,Aesculus,hippocastanum,15,"48.86458341221612, 2.3115105024427094"
12,Platanus,x hispanica,10,"48.84755684112597, 2.388027771085023"
13,Acer,pseudoplatanus,0,"48.82065843439802, 2.3577697091771066"
11,Prunus,padus,5,"48.86051134842295, 2.3743408187145683"
19,Betula,pendula,0,"48.87985167141144, 2.3855873457919006"
2,Acer,monspessulanum,5,"48.86811726180778, 2.3346966058562635"
14,Celtis,australis,7,"48.820147790812676, 2.3388228438603758"
14,Cercis,siliquastrum,7,"48.83780180288842, 2.3252597819607277"
14,Platanus,x hispanica,11,"48.83068747152825, 2.3108387258569434"
17,Fraxinus,americana,4,"48.891748003315016, 2.311303397906744"
13,Celtis,australis,4,"48.83448567046715, 2.3575728718855418"
17,Tilia,x europaea,7,"48.89411156526321, 2.3186313235656635"
15,Fagus,sylvatica,12,"48.83444037364003, 2.2933979574952352"
15,Tilia,platyphyllos,10,"48.831597451684715, 2.268409625207357"
15,Aesculus,hippocastanum,10,"48.83997932525687, 2.2809541127291055"
13,Quercus,sp.,5,"48.8170907246441, 2.348177540405576"
20,Tilia,tomentosa,16,"48.85868367779273, 2.412183733604781"
4,Pterocarya,fraxinifolia,15,"48.84751128346178, 2.3651254241558184"
17,Platanus,x hispanica,8,"48.894179117220425, 2.3124892370680996"
14,Platanus,x hispanica,18,"48.82314737754518, 2.322773399775452"
16,Platanus,x hispanica,20,"48.875637101452995, 2.2793823918846723"
12,Acer,pseudoplatanus,0,"48.838067784665625, 2.406260704702852"
15,Acer,platanoides,5,"48.8301635248086, 2.2696755980683094"
18,Platanus,x hispanica,14,"48.90101093726937, 2.3678566172733233"
13,Thuja,sp.,7,"48.82067411120638, 2.3678487441667873"
15,Ulmus,sp.,15,"48.83178093507285, 2.290789813454161"
17,Platanus,x hispanica,21,"48.882890618280065, 2.2845343974798307"
12,Celtis,australis,12,"48.83802574197589, 2.40907849974116"
13,Styphnolobium,japonicum,12,"48.82622805099123, 2.3580342429360517"
12,Betula,pendula,10,"48.83355520068308, 2.4533596262835973"
14,Sambucus,sp.,5,"48.82137315611617, 2.338681290582032"
16,Acer,monspessulanum,3,"48.8630341116353, 2.2899534059207785"
18,Tilia,cordata,13,"48.89200284064897, 2.3404360350237203"
8,Aesculus,hippocastanum,12,"48.86560779074972, 2.3194183305835065"
18,Koelreuteria,paniculata,5,"48.8993515337811, 2.340795525255334"
5,Gymnocladus,dioica,5,"48.84081489641334, 2.36228020620382"
20,Malus,domestica,3,"48.85827106517117, 2.400003091477616"
11,Corylus,colurna,5,"48.86298640502046, 2.3712394202153386"
16,Platanus,x hispanica,5,"48.8465292082324, 2.2587916979201696"
14,Taxus,baccata,7,"48.82375068196884, 2.339797537447328"
20,Acer,pseudoplatanus,18,"48.86061718165792, 2.394024780296011"
15,Aesculus,hippocastanum,14,"48.84307947837567, 2.3163117923851697"
6,Platanus,x hispanica,14,"48.85362219701976, 2.33441728772115"
20,Styphnolobium,japonicum,15,"48.85884120594188, 2.4026026027236904"
8,Acer,saccharinum,10,"48.87401949800689, 2.323774168109171"
12,Malus,sylvestris,4,"48.836137918253485, 2.4467243168238038"
3,Quercus,ilex,10,"48.86348934063493, 2.3547858897161356"
20,Styphnolobium,japonicum,10,"48.87021916170773, 2.3792974569891054"
16,Acer,platanoides,12,"48.84576867096617, 2.262236681639562"
19,Catalpa,bignonioides,12,"48.88333774822701, 2.393620524994712"
16,Tilia,tomentosa,6,"48.85787040763149, 2.274065153520893"
18,Platanus,x hispanica,12,"48.900198925776145, 2.3523147129692923"
13,Celtis,australis,6,"48.83381800603197, 2.3574153191537985"
12,Tilia,platyphyllos,17,"48.83305157537136, 2.44645891666166"
17,Platanus,x hispanica,7,"48.89471725253191, 2.3139674625810214"
13,Prunus,x schmittii,5,"48.821899805294244, 2.3583919899320605"
5,Salix,sp.,5,"48.84771842497815, 2.3603564492242968"
17,Acer,cappadocicum,5,"48.890769093338086, 2.3134216843459967"
11,Aesculus,hippocastanum,10,"48.85503264539723, 2.3930291718269494"
20,Celtis,australis,8,"48.852264167601, 2.405136546509911"
15,Fraxinus,excelsior,8,"48.84649543486644, 2.2773871195400406"
5,Tilia,platyphyllos,8,"48.85201771302316, 2.3477155951390256"
15,Fagus,sylvatica,0,"48.84112738292626, 2.276210610352948"
15,Acer,platanoides,0,"48.82987956520463, 2.2725389267463125"
20,Tilia,sp.,20,"48.860501705586756, 2.389589219656441"
15,Aesculus,hippocastanum,12,"48.854065723481625, 2.2853612394239944"
16,Tilia,x europaea,12,"48.87168266924059, 2.290282983204442"
11,Platanus,x hispanica,20,"48.852915256838735, 2.3881406774299054"
5,Platanus,x hispanica,14,"48.85039636690657, 2.3469152099734356"
15,Fraxinus,ornus,6,"48.83718748826964, 2.3108255060433214"
15,Tilia,tomentosa,7,"48.85327123898162, 2.297458247493122"
7,Platanus,x hispanica,5,"48.84936551445157, 2.311558324665002"
16,Aesculus,hippocastanum,10,"48.863652601164596, 2.281243496244585"
20,Platanus,x hispanica,14,"48.86434858114996, 2.4092972463960636"
12,Quercus,rubra,15,"48.84455998428743, 2.3795239055034716"
20,Fraxinus,sp.,10,"48.86357458734772, 2.394372321772256"
20,Tilia,cordata,4,"48.849107862901725, 2.402433349550659"
13,Aesculus,hippocastanum,10,"48.82294621347339, 2.3663071612106545"
12,Platanus,x hispanica,10,"48.84080771074257, 2.3733496173458533"
12,Prunus,sp.,7,"48.835050609291706, 2.4457736178519367"
17,Acer,sp.,4,"48.89132709989532, 2.3101334115837897"
19,Celtis,australis,15,"48.8829202435795, 2.372067985244043"
15,Platanus,x hispanica,10,"48.840510579350386, 2.300284437550537"
15,Aesculus,hippocastanum,0,"48.82977491356111, 2.2710811970573137"
15,Diospyros,lotus,5,"48.829613398745416, 2.2722268388199165"
16,Tilia,tomentosa,12,"48.87560864146419, 2.283722977997527"
11,Platanus,x hispanica,20,"48.86014178473569, 2.3760171747267798"
12,Robinia,pseudoacacia,0,"48.83450115989156, 2.4444581876598357"
14,Prunus,cerasifera,5,"48.83261549557597, 2.312308596606452"
18,Pinus,nigra subsp. nigra,4,"48.896311512796935, 2.3652583818292157"
19,Prunus,cerasifera,10,"48.879351336790016, 2.383577935512553"
14,Aesculus,hippocastanum,20,"48.82406495489887, 2.3385780721618175"
18,Acer,pseudoplatanus,10,"48.88843621331952, 2.3283538585121497"
12,Quercus,sp.,25,"48.838214643265225, 2.4516354829163984"
8,Aesculus,hippocastanum,13,"48.869494357330105, 2.3102087101157887"
20,Carpinus,betulus,8,"48.85736558004915, 2.41209966133295"
12,Tilia,platyphyllos,10,"48.83439072695399, 2.4405788274175455"
13,Aesculus,hippocastanum,5,"48.83621198919523, 2.350303570444967"
14,Styphnolobium,japonicum,6,"48.834588321622185, 2.331975469315779"
9,Lagerstroemia,indica,3,"48.873138276689446, 2.3434417334725466"
16,Sorbus,torminalis,5,"48.85167728413005, 2.262266131587441"
14,Platanus,x hispanica,6,"48.8267124370688, 2.309190853959622"
19,Platanus,orientalis,20,"48.880290326955226, 2.37429274029615"
6,Aesculus,hippocastanum,12,"48.843363543953785, 2.3372638226098434"
20,Koelreuteria,paniculata,8,"48.86982333588473, 2.3985651329247255"
16,Araucaria,araucana,2,"48.84761384438548, 2.256405324800945"
12,Ulmus,glabra Huds.,10,"48.83371569953185, 2.407718789323805"
20,Populus,nigra,20,"48.8754816853922, 2.4095663474732167"
20,Platanus,x hispanica,18,"48.8517489135127, 2.4107734885614653"
18,Corylus,colurna,6,"48.89960273336759, 2.3489258407396916"
18,Tilia,tomentosa,8,"48.88456233193526, 2.3306995830710666"
13,Toona,sinensis,8,"48.83861546431975, 2.3580682817862937"
12,Robinia,pseudoacacia,9,"48.83410493718907, 2.448269533460748"
13,Aesculus,hippocastanum,8,"48.819059698847944, 2.3553624638732544"
16,Platanus,x hispanica,18,"48.84776903574143, 2.2592342916875476"
16,Platanus,x hispanica,12,"48.8595780998533, 2.2903488651596855"
20,Styphnolobium,japonicum,10,"48.85496427759318, 2.4053443365609097"
12,Platanus,x hispanica,10,"48.846385191500055, 2.366609106285399"
16,Prunus,domestica,6,"48.860072289566645, 2.2872819168336793"
12,Gleditsia,triacanthos,5,"48.84999196605226, 2.3844047744276526"
15,Ginkgo,biloba,12,"48.83952968191384, 2.2705530512149674"
13,Platanus,orientalis,25,"48.833049945081946, 2.3593016084319256"
17,Acer,buergerianum,2,"48.89263468988046, 2.311853975345205"
13,Pyrus,calleryana,4,"48.83153519837644, 2.3739936943872544"
14,Styphnolobium,japonicum,6,"48.82960510994253, 2.321980666348449"
19,Sambucus,nigra,5,"48.88181086431538, 2.384236606382555"
19,Sambucus,nigra,0,"48.87927316776033, 2.4081627751613737"
4,Platanus,x hispanica,10,"48.86068961394375, 2.351364244171617"
11,Pyrus,calleryana,5,"48.86895660576282, 2.3719328501014534"
20,Non spécifié,sp.,3,"48.87440460676334, 2.411962285064515"
10,Prunus,cerasifera,6,"48.87913136848733, 2.3590676071296284"
18,Celtis,australis,5,"48.884157435413236, 2.328755332195433"
12,Celtis,australis,5,"48.83455452385494, 2.384770896939421"
19,Robinia,pseudoacacia,7,"48.88109486545176, 2.382773468853405"
15,Prunus,x schmittii,8,"48.8545845411366, 2.2910611191594485"
12,Platanus,x hispanica,18,"48.83499855681865, 2.4368551975728114"
19,Tilia,platyphyllos,5,"48.88337874133179, 2.3701534545186207"
4,Tilia,x europaea,15,"48.854571437445315, 2.354945300825184"
19,Aesculus,hippocastanum,15,"48.88166763053977, 2.3838259034358855"
7,Tilia,sp.,15,"48.85593816207979, 2.2956201384545865"
15,Koelreuteria,paniculata,7,"48.837285327516305, 2.290837126592541"
14,Albizia,julibrissin,3,"48.83891647130368, 2.3262265544888288"
6,Platanus,x hispanica,7,"48.85246817423799, 2.3383944486781014"
